"","Periodo","Tipo.de.dato","Grupos.ECOICOP","value"
"3708","2023M01","Variación anual","03 Vestido y calzado",3.6
"3709","2022M12","Variación anual","03 Vestido y calzado",1.8
"3710","2022M11","Variación anual","03 Vestido y calzado",0
"3711","2022M10","Variación anual","03 Vestido y calzado",1.4
"3712","2022M09","Variación anual","03 Vestido y calzado",3.9
"3713","2022M08","Variación anual","03 Vestido y calzado",5.6
"3714","2022M07","Variación anual","03 Vestido y calzado",5
"3715","2022M06","Variación anual","03 Vestido y calzado",2.4
"3716","2022M05","Variación anual","03 Vestido y calzado",1.7
"3717","2022M04","Variación anual","03 Vestido y calzado",1.3
"3718","2022M03","Variación anual","03 Vestido y calzado",3
"3719","2022M02","Variación anual","03 Vestido y calzado",3.6
"3720","2022M01","Variación anual","03 Vestido y calzado",3.7
"3721","2021M12","Variación anual","03 Vestido y calzado",1
"3722","2021M11","Variación anual","03 Vestido y calzado",1
"3723","2021M10","Variación anual","03 Vestido y calzado",1.1
"3724","2021M09","Variación anual","03 Vestido y calzado",1.1
"3725","2021M08","Variación anual","03 Vestido y calzado",1.1
"3726","2021M07","Variación anual","03 Vestido y calzado",1
"3727","2021M06","Variación anual","03 Vestido y calzado",1
"3728","2021M05","Variación anual","03 Vestido y calzado",1
"3729","2021M04","Variación anual","03 Vestido y calzado",1.1
"3730","2021M03","Variación anual","03 Vestido y calzado",1.1
"3731","2021M02","Variación anual","03 Vestido y calzado",1
"3732","2021M01","Variación anual","03 Vestido y calzado",0.9
"3733","2020M12","Variación anual","03 Vestido y calzado",0.9
"3734","2020M11","Variación anual","03 Vestido y calzado",0.9
"3735","2020M10","Variación anual","03 Vestido y calzado",1
"3736","2020M09","Variación anual","03 Vestido y calzado",1
"3737","2020M08","Variación anual","03 Vestido y calzado",1
"3738","2020M07","Variación anual","03 Vestido y calzado",1
"3739","2020M06","Variación anual","03 Vestido y calzado",0.9
"3740","2020M05","Variación anual","03 Vestido y calzado",0.9
"3741","2020M04","Variación anual","03 Vestido y calzado",1
"3742","2020M03","Variación anual","03 Vestido y calzado",1.1
"3743","2020M02","Variación anual","03 Vestido y calzado",1.1
"3744","2020M01","Variación anual","03 Vestido y calzado",1.1
"3745","2019M12","Variación anual","03 Vestido y calzado",0.9
"3746","2019M11","Variación anual","03 Vestido y calzado",1
"3747","2019M10","Variación anual","03 Vestido y calzado",1.1
"3748","2019M09","Variación anual","03 Vestido y calzado",1
"3749","2019M08","Variación anual","03 Vestido y calzado",0.9
"3750","2019M07","Variación anual","03 Vestido y calzado",0.9
"3751","2019M06","Variación anual","03 Vestido y calzado",0.9
"3752","2019M05","Variación anual","03 Vestido y calzado",0.9
"3753","2019M04","Variación anual","03 Vestido y calzado",1.1
"3754","2019M03","Variación anual","03 Vestido y calzado",0.9
"3755","2019M02","Variación anual","03 Vestido y calzado",0.8
"3756","2019M01","Variación anual","03 Vestido y calzado",0.8
"3757","2018M12","Variación anual","03 Vestido y calzado",0.9
"3758","2018M11","Variación anual","03 Vestido y calzado",0.9
"3759","2018M10","Variación anual","03 Vestido y calzado",1
"3760","2018M09","Variación anual","03 Vestido y calzado",1
"3761","2018M08","Variación anual","03 Vestido y calzado",0.9
"3762","2018M07","Variación anual","03 Vestido y calzado",1
"3763","2018M06","Variación anual","03 Vestido y calzado",0.9
"3764","2018M05","Variación anual","03 Vestido y calzado",1
"3765","2018M04","Variación anual","03 Vestido y calzado",0.8
"3766","2018M03","Variación anual","03 Vestido y calzado",0.7
"3767","2018M02","Variación anual","03 Vestido y calzado",0.6
"3768","2018M01","Variación anual","03 Vestido y calzado",0.5
"3769","2017M12","Variación anual","03 Vestido y calzado",0.5
"3770","2017M11","Variación anual","03 Vestido y calzado",0.4
"3771","2017M10","Variación anual","03 Vestido y calzado",0.5
"3772","2017M09","Variación anual","03 Vestido y calzado",0.6
"3773","2017M08","Variación anual","03 Vestido y calzado",0.5
"3774","2017M07","Variación anual","03 Vestido y calzado",0.4
"3775","2017M06","Variación anual","03 Vestido y calzado",0.2
"3776","2017M05","Variación anual","03 Vestido y calzado",0.1
"3777","2017M04","Variación anual","03 Vestido y calzado",0.3
"3778","2017M03","Variación anual","03 Vestido y calzado",0.8
"3779","2017M02","Variación anual","03 Vestido y calzado",0.9
"3780","2017M01","Variación anual","03 Vestido y calzado",0.9
"3781","2016M12","Variación anual","03 Vestido y calzado",0.9
"3782","2016M11","Variación anual","03 Vestido y calzado",0.9
"3783","2016M10","Variación anual","03 Vestido y calzado",0.9
"3784","2016M09","Variación anual","03 Vestido y calzado",0.8
"3785","2016M08","Variación anual","03 Vestido y calzado",0.7
"3786","2016M07","Variación anual","03 Vestido y calzado",0.6
"3787","2016M06","Variación anual","03 Vestido y calzado",0.5
"3788","2016M05","Variación anual","03 Vestido y calzado",0.5
"3789","2016M04","Variación anual","03 Vestido y calzado",0.5
"3790","2016M03","Variación anual","03 Vestido y calzado",0.4
"3791","2016M02","Variación anual","03 Vestido y calzado",0.4
"3792","2016M01","Variación anual","03 Vestido y calzado",0.4
"3793","2015M12","Variación anual","03 Vestido y calzado",0.5
"3794","2015M11","Variación anual","03 Vestido y calzado",0.6
"3795","2015M10","Variación anual","03 Vestido y calzado",0.6
"3796","2015M09","Variación anual","03 Vestido y calzado",0.5
"3797","2015M08","Variación anual","03 Vestido y calzado",0.5
"3798","2015M07","Variación anual","03 Vestido y calzado",0.5
"3799","2015M06","Variación anual","03 Vestido y calzado",0.5
"3800","2015M05","Variación anual","03 Vestido y calzado",0.4
"3801","2015M04","Variación anual","03 Vestido y calzado",0.1
"3802","2015M03","Variación anual","03 Vestido y calzado",-0.1
"3803","2015M02","Variación anual","03 Vestido y calzado",-0.1
"3804","2015M01","Variación anual","03 Vestido y calzado",-0.1
"3805","2014M12","Variación anual","03 Vestido y calzado",0.2
"3806","2014M11","Variación anual","03 Vestido y calzado",0.4
"3807","2014M10","Variación anual","03 Vestido y calzado",0.3
"3808","2014M09","Variación anual","03 Vestido y calzado",0.1
"3809","2014M08","Variación anual","03 Vestido y calzado",-0.3
"3810","2014M07","Variación anual","03 Vestido y calzado",-0.2
"3811","2014M06","Variación anual","03 Vestido y calzado",0.2
"3812","2014M05","Variación anual","03 Vestido y calzado",0.4
"3813","2014M04","Variación anual","03 Vestido y calzado",0.3
"3814","2014M03","Variación anual","03 Vestido y calzado",0.1
"3815","2014M02","Variación anual","03 Vestido y calzado",-0.1
"3816","2014M01","Variación anual","03 Vestido y calzado",-0.2
"3817","2013M12","Variación anual","03 Vestido y calzado",0
"3818","2013M11","Variación anual","03 Vestido y calzado",0.3
"3819","2013M10","Variación anual","03 Vestido y calzado",0.3
"3820","2013M09","Variación anual","03 Vestido y calzado",0.1
"3821","2013M08","Variación anual","03 Vestido y calzado",-0.4
"3822","2013M07","Variación anual","03 Vestido y calzado",-0.3
"3823","2013M06","Variación anual","03 Vestido y calzado",0.1
"3824","2013M05","Variación anual","03 Vestido y calzado",0.3
"3825","2013M04","Variación anual","03 Vestido y calzado",0.2
"3826","2013M03","Variación anual","03 Vestido y calzado",0
"3827","2013M02","Variación anual","03 Vestido y calzado",-0.1
"3828","2013M01","Variación anual","03 Vestido y calzado",-0.1
"3829","2012M12","Variación anual","03 Vestido y calzado",0.3
"3830","2012M11","Variación anual","03 Vestido y calzado",0.5
"3831","2012M10","Variación anual","03 Vestido y calzado",0.4
"3832","2012M09","Variación anual","03 Vestido y calzado",0.2
"3833","2012M08","Variación anual","03 Vestido y calzado",0
"3834","2012M07","Variación anual","03 Vestido y calzado",0.2
"3835","2012M06","Variación anual","03 Vestido y calzado",0.4
"3836","2012M05","Variación anual","03 Vestido y calzado",0.5
"3837","2012M04","Variación anual","03 Vestido y calzado",0.4
"3838","2012M03","Variación anual","03 Vestido y calzado",0.2
"3839","2012M02","Variación anual","03 Vestido y calzado",0
"3840","2012M01","Variación anual","03 Vestido y calzado",0.1
"3841","2011M12","Variación anual","03 Vestido y calzado",0.3
"3842","2011M11","Variación anual","03 Vestido y calzado",0.5
"3843","2011M10","Variación anual","03 Vestido y calzado",0.3
"3844","2011M09","Variación anual","03 Vestido y calzado",-0.1
"3845","2011M08","Variación anual","03 Vestido y calzado",-0.2
"3846","2011M07","Variación anual","03 Vestido y calzado",0
"3847","2011M06","Variación anual","03 Vestido y calzado",0.4
"3848","2011M05","Variación anual","03 Vestido y calzado",0.5
"3849","2011M04","Variación anual","03 Vestido y calzado",0.4
"3850","2011M03","Variación anual","03 Vestido y calzado",0.3
"3851","2011M02","Variación anual","03 Vestido y calzado",0.3
"3852","2011M01","Variación anual","03 Vestido y calzado",0.4
"3853","2010M12","Variación anual","03 Vestido y calzado",0.6
"3854","2010M11","Variación anual","03 Vestido y calzado",0.6
"3855","2010M10","Variación anual","03 Vestido y calzado",0.3
"3856","2010M09","Variación anual","03 Vestido y calzado",0
"3857","2010M08","Variación anual","03 Vestido y calzado",-0.1
"3858","2010M07","Variación anual","03 Vestido y calzado",-0.2
"3859","2010M06","Variación anual","03 Vestido y calzado",-0.4
"3860","2010M05","Variación anual","03 Vestido y calzado",-0.5
"3861","2010M04","Variación anual","03 Vestido y calzado",-0.9
"3862","2010M03","Variación anual","03 Vestido y calzado",-1
"3863","2010M02","Variación anual","03 Vestido y calzado",-1.2
"3864","2010M01","Variación anual","03 Vestido y calzado",-1.1
"3865","2009M12","Variación anual","03 Vestido y calzado",-0.8
"3866","2009M11","Variación anual","03 Vestido y calzado",-0.9
"3867","2009M10","Variación anual","03 Vestido y calzado",-1.9
"3868","2009M09","Variación anual","03 Vestido y calzado",-2.2
"3869","2009M08","Variación anual","03 Vestido y calzado",-2.2
"3870","2009M07","Variación anual","03 Vestido y calzado",-2.1
"3871","2009M06","Variación anual","03 Vestido y calzado",-1.5
"3872","2009M05","Variación anual","03 Vestido y calzado",-1.5
"3873","2009M04","Variación anual","03 Vestido y calzado",-1.7
"3874","2009M03","Variación anual","03 Vestido y calzado",-1.8
"3875","2009M02","Variación anual","03 Vestido y calzado",-1.8
"3876","2009M01","Variación anual","03 Vestido y calzado",-1.7
"3877","2008M12","Variación anual","03 Vestido y calzado",0.5
"3878","2008M11","Variación anual","03 Vestido y calzado",0.8
"3879","2008M10","Variación anual","03 Vestido y calzado",0.7
"3880","2008M09","Variación anual","03 Vestido y calzado",0.5
"3881","2008M08","Variación anual","03 Vestido y calzado",0.4
"3882","2008M07","Variación anual","03 Vestido y calzado",0.4
"3883","2008M06","Variación anual","03 Vestido y calzado",0.7
"3884","2008M05","Variación anual","03 Vestido y calzado",0.8
"3885","2008M04","Variación anual","03 Vestido y calzado",0.8
"3886","2008M03","Variación anual","03 Vestido y calzado",0.8
"3887","2008M02","Variación anual","03 Vestido y calzado",0.8
"3888","2008M01","Variación anual","03 Vestido y calzado",0.9
"3889","2007M12","Variación anual","03 Vestido y calzado",1.2
"3890","2007M11","Variación anual","03 Vestido y calzado",1.2
"3891","2007M10","Variación anual","03 Vestido y calzado",0.9
"3892","2007M09","Variación anual","03 Vestido y calzado",1
"3893","2007M08","Variación anual","03 Vestido y calzado",1
"3894","2007M07","Variación anual","03 Vestido y calzado",1
"3895","2007M06","Variación anual","03 Vestido y calzado",1.1
"3896","2007M05","Variación anual","03 Vestido y calzado",1.1
"3897","2007M04","Variación anual","03 Vestido y calzado",1
"3898","2007M03","Variación anual","03 Vestido y calzado",1
"3899","2007M02","Variación anual","03 Vestido y calzado",1
"3900","2007M01","Variación anual","03 Vestido y calzado",1.3
"3901","2006M12","Variación anual","03 Vestido y calzado",1.3
"3902","2006M11","Variación anual","03 Vestido y calzado",1.3
"3903","2006M10","Variación anual","03 Vestido y calzado",1.3
"3904","2006M09","Variación anual","03 Vestido y calzado",1.2
"3905","2006M08","Variación anual","03 Vestido y calzado",1.1
"3906","2006M07","Variación anual","03 Vestido y calzado",1.1
"3907","2006M06","Variación anual","03 Vestido y calzado",1.4
"3908","2006M05","Variación anual","03 Vestido y calzado",1.4
"3909","2006M04","Variación anual","03 Vestido y calzado",1.3
"3910","2006M03","Variación anual","03 Vestido y calzado",1.3
"3911","2006M02","Variación anual","03 Vestido y calzado",1.1
"3912","2006M01","Variación anual","03 Vestido y calzado",1.1
"3913","2005M12","Variación anual","03 Vestido y calzado",1.4
"3914","2005M11","Variación anual","03 Vestido y calzado",1.6
"3915","2005M10","Variación anual","03 Vestido y calzado",1.6
"3916","2005M09","Variación anual","03 Vestido y calzado",1.2
"3917","2005M08","Variación anual","03 Vestido y calzado",0.9
"3918","2005M07","Variación anual","03 Vestido y calzado",1
"3919","2005M06","Variación anual","03 Vestido y calzado",1.1
"3920","2005M05","Variación anual","03 Vestido y calzado",1.2
"3921","2005M04","Variación anual","03 Vestido y calzado",1.6
"3922","2005M03","Variación anual","03 Vestido y calzado",1.6
"3923","2005M02","Variación anual","03 Vestido y calzado",1.3
"3924","2005M01","Variación anual","03 Vestido y calzado",1.7
"3925","2004M12","Variación anual","03 Vestido y calzado",2.1
"3926","2004M11","Variación anual","03 Vestido y calzado",2.3
"3927","2004M10","Variación anual","03 Vestido y calzado",2.8
"3928","2004M09","Variación anual","03 Vestido y calzado",2.1
"3929","2004M08","Variación anual","03 Vestido y calzado",1.8
"3930","2004M07","Variación anual","03 Vestido y calzado",1.5
"3931","2004M06","Variación anual","03 Vestido y calzado",2
"3932","2004M05","Variación anual","03 Vestido y calzado",2
"3933","2004M04","Variación anual","03 Vestido y calzado",1.7
"3934","2004M03","Variación anual","03 Vestido y calzado",1.1
"3935","2004M02","Variación anual","03 Vestido y calzado",1.2
"3936","2004M01","Variación anual","03 Vestido y calzado",0.9
"3937","2003M12","Variación anual","03 Vestido y calzado",2.5
"3938","2003M11","Variación anual","03 Vestido y calzado",2.3
"3939","2003M10","Variación anual","03 Vestido y calzado",2.9
"3940","2003M09","Variación anual","03 Vestido y calzado",3.9
"3941","2003M08","Variación anual","03 Vestido y calzado",3.9
"3942","2003M07","Variación anual","03 Vestido y calzado",3.9
"3943","2003M06","Variación anual","03 Vestido y calzado",5.5
"3944","2003M05","Variación anual","03 Vestido y calzado",5.5
"3945","2003M04","Variación anual","03 Vestido y calzado",5.5
"3946","2003M03","Variación anual","03 Vestido y calzado",3.9
"3947","2003M02","Variación anual","03 Vestido y calzado",3.2
"3948","2003M01","Variación anual","03 Vestido y calzado",2.8
"3949","2002M12","Variación anual","03 Vestido y calzado",5.3
"3950","2002M11","Variación anual","03 Vestido y calzado",5.6
"3951","2002M10","Variación anual","03 Vestido y calzado",5.2
"3952","2002M09","Variación anual","03 Vestido y calzado",3.1
