"","X","Periodo","Tipo.de.dato","Grupos.ECOICOP","value"
"547",547,"2022M06","Variación anual","Índice general",10.2
"548",548,"2022M05","Variación anual","Índice general",8.7
"549",549,"2022M04","Variación anual","Índice general",8.3
"550",550,"2022M03","Variación anual","Índice general",9.8
"551",551,"2022M02","Variación anual","Índice general",7.6
"552",552,"2022M01","Variación anual","Índice general",6.1
"553",553,"2021M12","Variación anual","Índice general",6.5
"554",554,"2021M11","Variación anual","Índice general",5.5
"555",555,"2021M10","Variación anual","Índice general",5.4
"556",556,"2021M09","Variación anual","Índice general",4
"557",557,"2021M08","Variación anual","Índice general",3.3
"558",558,"2021M07","Variación anual","Índice general",2.9
"559",559,"2021M06","Variación anual","Índice general",2.7
"560",560,"2021M05","Variación anual","Índice general",2.7
"561",561,"2021M04","Variación anual","Índice general",2.2
"562",562,"2021M03","Variación anual","Índice general",1.3
"563",563,"2021M02","Variación anual","Índice general",0
"564",564,"2021M01","Variación anual","Índice general",0.5
"565",565,"2020M12","Variación anual","Índice general",-0.5
"566",566,"2020M11","Variación anual","Índice general",-0.8
"567",567,"2020M10","Variación anual","Índice general",-0.8
"568",568,"2020M09","Variación anual","Índice general",-0.4
"569",569,"2020M08","Variación anual","Índice general",-0.5
"570",570,"2020M07","Variación anual","Índice general",-0.6
"571",571,"2020M06","Variación anual","Índice general",-0.3
"572",572,"2020M05","Variación anual","Índice general",-0.9
"573",573,"2020M04","Variación anual","Índice general",-0.7
"574",574,"2020M03","Variación anual","Índice general",0
"575",575,"2020M02","Variación anual","Índice general",0.7
"576",576,"2020M01","Variación anual","Índice general",1.1
"577",577,"2019M12","Variación anual","Índice general",0.8
"578",578,"2019M11","Variación anual","Índice general",0.4
"579",579,"2019M10","Variación anual","Índice general",0.1
"580",580,"2019M09","Variación anual","Índice general",0.1
"581",581,"2019M08","Variación anual","Índice general",0.3
"582",582,"2019M07","Variación anual","Índice general",0.5
"583",583,"2019M06","Variación anual","Índice general",0.4
"584",584,"2019M05","Variación anual","Índice general",0.8
"585",585,"2019M04","Variación anual","Índice general",1.5
"586",586,"2019M03","Variación anual","Índice general",1.3
"587",587,"2019M02","Variación anual","Índice general",1.1
"588",588,"2019M01","Variación anual","Índice general",1
"589",589,"2018M12","Variación anual","Índice general",1.2
"590",590,"2018M11","Variación anual","Índice general",1.7
"591",591,"2018M10","Variación anual","Índice general",2.3
"592",592,"2018M09","Variación anual","Índice general",2.3
"593",593,"2018M08","Variación anual","Índice general",2.2
"594",594,"2018M07","Variación anual","Índice general",2.2
"595",595,"2018M06","Variación anual","Índice general",2.3
"596",596,"2018M05","Variación anual","Índice general",2.1
"597",597,"2018M04","Variación anual","Índice general",1.1
"598",598,"2018M03","Variación anual","Índice general",1.2
"599",599,"2018M02","Variación anual","Índice general",1.1
"600",600,"2018M01","Variación anual","Índice general",0.6
"601",601,"2017M12","Variación anual","Índice general",1.1
"602",602,"2017M11","Variación anual","Índice general",1.7
"603",603,"2017M10","Variación anual","Índice general",1.6
"604",604,"2017M09","Variación anual","Índice general",1.8
"605",605,"2017M08","Variación anual","Índice general",1.6
"606",606,"2017M07","Variación anual","Índice general",1.5
"607",607,"2017M06","Variación anual","Índice general",1.5
"608",608,"2017M05","Variación anual","Índice general",1.9
"609",609,"2017M04","Variación anual","Índice general",2.6
"610",610,"2017M03","Variación anual","Índice general",2.3
"611",611,"2017M02","Variación anual","Índice general",3
"612",612,"2017M01","Variación anual","Índice general",3
"613",613,"2016M12","Variación anual","Índice general",1.6
"614",614,"2016M11","Variación anual","Índice general",0.7
"615",615,"2016M10","Variación anual","Índice general",0.7
"616",616,"2016M09","Variación anual","Índice general",0.2
"617",617,"2016M08","Variación anual","Índice general",-0.1
"618",618,"2016M07","Variación anual","Índice general",-0.6
"619",619,"2016M06","Variación anual","Índice general",-0.8
"620",620,"2016M05","Variación anual","Índice general",-1
"621",621,"2016M04","Variación anual","Índice general",-1.1
"622",622,"2016M03","Variación anual","Índice general",-0.8
"623",623,"2016M02","Variación anual","Índice general",-0.8
"624",624,"2016M01","Variación anual","Índice general",-0.3
"625",625,"2015M12","Variación anual","Índice general",0
"626",626,"2015M11","Variación anual","Índice general",-0.3
"627",627,"2015M10","Variación anual","Índice general",-0.7
"628",628,"2015M09","Variación anual","Índice general",-0.9
"629",629,"2015M08","Variación anual","Índice general",-0.4
"630",630,"2015M07","Variación anual","Índice general",0.1
"631",631,"2015M06","Variación anual","Índice general",0.1
"632",632,"2015M05","Variación anual","Índice general",-0.2
"633",633,"2015M04","Variación anual","Índice general",-0.6
"634",634,"2015M03","Variación anual","Índice general",-0.7
"635",635,"2015M02","Variación anual","Índice general",-1.1
"636",636,"2015M01","Variación anual","Índice general",-1.3
"637",637,"2014M12","Variación anual","Índice general",-1
"638",638,"2014M11","Variación anual","Índice general",-0.4
"639",639,"2014M10","Variación anual","Índice general",-0.1
"640",640,"2014M09","Variación anual","Índice general",-0.2
"641",641,"2014M08","Variación anual","Índice general",-0.5
"642",642,"2014M07","Variación anual","Índice general",-0.3
"643",643,"2014M06","Variación anual","Índice general",0.1
"644",644,"2014M05","Variación anual","Índice general",0.2
"645",645,"2014M04","Variación anual","Índice general",0.4
"646",646,"2014M03","Variación anual","Índice general",-0.1
"647",647,"2014M02","Variación anual","Índice general",0
"648",648,"2014M01","Variación anual","Índice general",0.2
"649",649,"2013M12","Variación anual","Índice general",0.3
"650",650,"2013M11","Variación anual","Índice general",0.2
"651",651,"2013M10","Variación anual","Índice general",-0.1
"652",652,"2013M09","Variación anual","Índice general",0.3
"653",653,"2013M08","Variación anual","Índice general",1.5
"654",654,"2013M07","Variación anual","Índice general",1.8
"655",655,"2013M06","Variación anual","Índice general",2.1
"656",656,"2013M05","Variación anual","Índice general",1.7
"657",657,"2013M04","Variación anual","Índice general",1.4
"658",658,"2013M03","Variación anual","Índice general",2.4
"659",659,"2013M02","Variación anual","Índice general",2.8
"660",660,"2013M01","Variación anual","Índice general",2.7
"661",661,"2012M12","Variación anual","Índice general",2.9
"662",662,"2012M11","Variación anual","Índice general",2.9
"663",663,"2012M10","Variación anual","Índice general",3.5
"664",664,"2012M09","Variación anual","Índice general",3.4
"665",665,"2012M08","Variación anual","Índice general",2.7
"666",666,"2012M07","Variación anual","Índice general",2.2
"667",667,"2012M06","Variación anual","Índice general",1.9
"668",668,"2012M05","Variación anual","Índice general",1.9
"669",669,"2012M04","Variación anual","Índice general",2.1
"670",670,"2012M03","Variación anual","Índice general",1.9
"671",671,"2012M02","Variación anual","Índice general",2
"672",672,"2012M01","Variación anual","Índice general",2
"673",673,"2011M12","Variación anual","Índice general",2.4
"674",674,"2011M11","Variación anual","Índice general",2.9
"675",675,"2011M10","Variación anual","Índice general",3
"676",676,"2011M09","Variación anual","Índice general",3.1
"677",677,"2011M08","Variación anual","Índice general",3
"678",678,"2011M07","Variación anual","Índice general",3.1
"679",679,"2011M06","Variación anual","Índice general",3.2
"680",680,"2011M05","Variación anual","Índice general",3.5
"681",681,"2011M04","Variación anual","Índice general",3.8
"682",682,"2011M03","Variación anual","Índice general",3.6
"683",683,"2011M02","Variación anual","Índice general",3.6
"684",684,"2011M01","Variación anual","Índice general",3.3
"685",685,"2010M12","Variación anual","Índice general",3
"686",686,"2010M11","Variación anual","Índice general",2.3
"687",687,"2010M10","Variación anual","Índice general",2.3
"688",688,"2010M09","Variación anual","Índice general",2.1
"689",689,"2010M08","Variación anual","Índice general",1.8
"690",690,"2010M07","Variación anual","Índice general",1.9
"691",691,"2010M06","Variación anual","Índice general",1.5
"692",692,"2010M05","Variación anual","Índice general",1.8
"693",693,"2010M04","Variación anual","Índice general",1.5
"694",694,"2010M03","Variación anual","Índice general",1.4
"695",695,"2010M02","Variación anual","Índice general",0.8
"696",696,"2010M01","Variación anual","Índice general",1
"697",697,"2009M12","Variación anual","Índice general",0.8
"698",698,"2009M11","Variación anual","Índice general",0.3
"699",699,"2009M10","Variación anual","Índice general",-0.7
"700",700,"2009M09","Variación anual","Índice general",-1
"701",701,"2009M08","Variación anual","Índice general",-0.8
"702",702,"2009M07","Variación anual","Índice general",-1.4
"703",703,"2009M06","Variación anual","Índice general",-1
"704",704,"2009M05","Variación anual","Índice general",-0.9
"705",705,"2009M04","Variación anual","Índice general",-0.2
"706",706,"2009M03","Variación anual","Índice general",-0.1
"707",707,"2009M02","Variación anual","Índice general",0.7
"708",708,"2009M01","Variación anual","Índice general",0.8
"709",709,"2008M12","Variación anual","Índice general",1.4
"710",710,"2008M11","Variación anual","Índice general",2.4
"711",711,"2008M10","Variación anual","Índice general",3.6
"712",712,"2008M09","Variación anual","Índice general",4.5
"713",713,"2008M08","Variación anual","Índice general",4.9
"714",714,"2008M07","Variación anual","Índice general",5.3
"715",715,"2008M06","Variación anual","Índice general",5
"716",716,"2008M05","Variación anual","Índice general",4.6
"717",717,"2008M04","Variación anual","Índice general",4.2
"718",718,"2008M03","Variación anual","Índice general",4.5
"719",719,"2008M02","Variación anual","Índice general",4.4
"720",720,"2008M01","Variación anual","Índice general",4.3
"721",721,"2007M12","Variación anual","Índice general",4.2
"722",722,"2007M11","Variación anual","Índice general",4.1
"723",723,"2007M10","Variación anual","Índice general",3.6
"724",724,"2007M09","Variación anual","Índice general",2.7
"725",725,"2007M08","Variación anual","Índice general",2.2
"726",726,"2007M07","Variación anual","Índice general",2.2
"727",727,"2007M06","Variación anual","Índice general",2.4
"728",728,"2007M05","Variación anual","Índice general",2.3
"729",729,"2007M04","Variación anual","Índice general",2.4
"730",730,"2007M03","Variación anual","Índice general",2.5
"731",731,"2007M02","Variación anual","Índice general",2.4
"732",732,"2007M01","Variación anual","Índice general",2.4
"733",733,"2006M12","Variación anual","Índice general",2.7
"734",734,"2006M11","Variación anual","Índice general",2.6
"735",735,"2006M10","Variación anual","Índice general",2.5
"736",736,"2006M09","Variación anual","Índice general",2.9
"737",737,"2006M08","Variación anual","Índice general",3.7
"738",738,"2006M07","Variación anual","Índice general",4
"739",739,"2006M06","Variación anual","Índice general",3.9
"740",740,"2006M05","Variación anual","Índice general",4
"741",741,"2006M04","Variación anual","Índice general",3.9
"742",742,"2006M03","Variación anual","Índice general",3.9
"743",743,"2006M02","Variación anual","Índice general",4
"744",744,"2006M01","Variación anual","Índice general",4.2
"745",745,"2005M12","Variación anual","Índice general",3.7
"746",746,"2005M11","Variación anual","Índice general",3.4
